planet_name,qrid,@qrcodeimage
The Planet of Social Production,1fd88635b95c43518d553ef039074ebc,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:1fd88635b95c43518d553ef039074ebc.png
The Planet of Evolving Play,cea8ee8a4fdf4ee3b3a8dc468520c900,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:cea8ee8a4fdf4ee3b3a8dc468520c900.png
The Planet of Social Flora,1f976f538dc14b5ea14ac73309ac878b,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:1f976f538dc14b5ea14ac73309ac878b.png
The Planet of Cryptographic Production,2d32a9415e95447d9cae0592fd2f5fc2,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:2d32a9415e95447d9cae0592fd2f5fc2.png
The Planet of Organized Languages,cdc522329aec4e45babfb382bb7572a7,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:cdc522329aec4e45babfb382bb7572a7.png
The Planet of Simulated Agents,823b277fa4f445ccb78f23cb7a5ceb84,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:823b277fa4f445ccb78f23cb7a5ceb84.png
The Planet of Theoretical Varieties,5080fa2e99784f48b5f1c2e81e258c79,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:5080fa2e99784f48b5f1c2e81e258c79.png
The Planet of Reinforcing Balance,597e0cd66ac44267b55991e7e4465272,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:597e0cd66ac44267b55991e7e4465272.png
The Planet of Cybernetic Agents,c19606b241ca4301b155c285024f57e5,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:c19606b241ca4301b155c285024f57e5.png
The Planet of Theoretical Complexity,9dae72a879064c5ebb6e531952353501,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:9dae72a879064c5ebb6e531952353501.png
The Planet of Cybernetic Loops,71a8aa1ebeaa4eadb0692e92c8284b86,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:71a8aa1ebeaa4eadb0692e92c8284b86.png
The Planet of Anarchic Loops,3813d98b21df43168c951aa42317c5f0,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:3813d98b21df43168c951aa42317c5f0.png
The Planet of Autonomous Economies,81c58d4224ff4c4687656638225628ab,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:81c58d4224ff4c4687656638225628ab.png
The Planet of Evolving Machines,b8d95f76675c484aac8ee4d4a45643bf,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:b8d95f76675c484aac8ee4d4a45643bf.png
The Planet of Harmonious Art,315e400b608b41d6965d257f08dcdf56,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:315e400b608b41d6965d257f08dcdf56.png
The Planet of Social Balance,67617643b4434f7a83d29877df9e1ad5,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:67617643b4434f7a83d29877df9e1ad5.png
The Planet of Balanced Feedback,3e9bb18a5e2f44b8a67d456d9cbaeaf1,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:3e9bb18a5e2f44b8a67d456d9cbaeaf1.png
The Planet of Cybernetic Computation,b190cec1b8c54b868c2f7b0884a95b78,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:b190cec1b8c54b868c2f7b0884a95b78.png
The Planet of Reinforcing Biologies,4c981a8a2a89438795be323992dddc58,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:4c981a8a2a89438795be323992dddc58.png
The Planet of Anarchic Machines,ffece0ef1179441283a436532256b97a,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:ffece0ef1179441283a436532256b97a.png
The Planet of Networked Circulation,c04633c0f9924a639ac2ceb5184bd055,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:c04633c0f9924a639ac2ceb5184bd055.png
The Planet of Flourishing Economies,89e7f02d7f4b43c1837e89990d25e360,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:89e7f02d7f4b43c1837e89990d25e360.png
The Planet of Reinforcing Agents,a865c9a4c01b4b699b81f034d2c07b4c,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:a865c9a4c01b4b699b81f034d2c07b4c.png
The Planet of Organized Utopia,e328eb752e2e49f0bc916d05b21732c1,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:e328eb752e2e49f0bc916d05b21732c1.png
The Planet of Forking Exchange,f5fe24c6de7c4c6a9910f29c494cfdcc,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:f5fe24c6de7c4c6a9910f29c494cfdcc.png
The Planet of Flourishing Art,ab31214addc0451aba513eec474cfb8b,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:ab31214addc0451aba513eec474cfb8b.png
The Planet of Cybernetic Art,e5f6a92384e24584b10323ffdb628bbd,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:e5f6a92384e24584b10323ffdb628bbd.png
The Planet of Forking Friendship,1268b647464b4d29accb03c4785e86c7,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:1268b647464b4d29accb03c4785e86c7.png
The Planet of Artistic Production,6619236e828a422ca43cbf116588caa0,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:6619236e828a422ca43cbf116588caa0.png
The Planet of Chaotic Languages,c1dd0a0876054717b51b7050bc277ab9,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:c1dd0a0876054717b51b7050bc277ab9.png
The Planet of Designed Networks,ca5a8701f23a41beae7d684df4000b5b,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:ca5a8701f23a41beae7d684df4000b5b.png
The Planet of Biological Circulation,4dc6b610e77744bc918e77d57267717c,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:4dc6b610e77744bc918e77d57267717c.png
The Planet of Designed Networks,901744da68164414a719dd42b281d605,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:901744da68164414a719dd42b281d605.png
The Planet of Computational Loops,4694e509f25c4a30b8e0a693dfdbf8a5,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:4694e509f25c4a30b8e0a693dfdbf8a5.png
The Planet of Controlled Organizations,8143b173319a49549dc338b1bd3d3c90,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:8143b173319a49549dc338b1bd3d3c90.png
The Planet of Evolving Production,823884cf15dc440eb242f7400671d8af,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:823884cf15dc440eb242f7400671d8af.png
The Planet of Artistic Governance,0b222d982ea34945bd2943c073d194cd,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:0b222d982ea34945bd2943c073d194cd.png
The Planet of Systemic Fauna,71aee6157e184efea42be19a2fcf08c7,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:71aee6157e184efea42be19a2fcf08c7.png
The Planet of Balanced Production,01f2524788ee45eabe736cf11aeeb123,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:01f2524788ee45eabe736cf11aeeb123.png
The Planet of Cybernetic Chaos,3448f21b49fe4d79b702bed83dbd5b18,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:3448f21b49fe4d79b702bed83dbd5b18.png
The Planet of Balanced Circulation,2b51ab43e5364444be48b800122cd539,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:2b51ab43e5364444be48b800122cd539.png
The Planet of Autonomous Communication,b7eb2a7b1b134871a822ed5ddafbbd96,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:b7eb2a7b1b134871a822ed5ddafbbd96.png
The Planet of Harmonious Languages,45e4257041d34074b2e1b3f03600a594,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:45e4257041d34074b2e1b3f03600a594.png
The Planet of Theoretical Production,7da158cda85848de8c5dabb9f2b48c2d,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:7da158cda85848de8c5dabb9f2b48c2d.png
The Planet of Balanced Functions,fb7b9b1896d04c7b9d97433fea01abfd,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:fb7b9b1896d04c7b9d97433fea01abfd.png
The Planet of Social Communication,7eb4ef6f79374e0f9eeabaa4151cd269,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:7eb4ef6f79374e0f9eeabaa4151cd269.png
The Planet of Evolving Societies,d91cab99a191440584e0c65bc50711cb,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d91cab99a191440584e0c65bc50711cb.png
The Planet of Harmonious Agents,3e5c58c7f56c4f3ab1970a6089bdd5ba,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:3e5c58c7f56c4f3ab1970a6089bdd5ba.png
The Planet of Controlled Machines,6a16946aacb447ec846243a98a2ccaff,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:6a16946aacb447ec846243a98a2ccaff.png
The Planet of Biological Societies,d943576a1ac7449990fd1604611cbdf7,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d943576a1ac7449990fd1604611cbdf7.png
The Planet of Chaotic Production,3c63517451e04bb58f2c0170fdbce905,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:3c63517451e04bb58f2c0170fdbce905.png
The Planet of Meta Balance,d9aed5779b9e425fb10103ffb409b563,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d9aed5779b9e425fb10103ffb409b563.png
The Planet of Meta Societies,164ddbe3ce18434e9ea42f04aed20a3b,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:164ddbe3ce18434e9ea42f04aed20a3b.png
The Planet of Complex Balance,5d0cd7949d0844498f1e0ead1c1386e2,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:5d0cd7949d0844498f1e0ead1c1386e2.png
The Planet of General Contemplation,01b4fd749e594efa9fb4ff5ae1bc0699,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:01b4fd749e594efa9fb4ff5ae1bc0699.png
The Planet of Systemic Art,20e3eb3d780f41d2831f465b23d08bf2,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:20e3eb3d780f41d2831f465b23d08bf2.png
The Planet of Harmonious Flora,0814d22d3ba7438f9f26768973b9c9ad,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:0814d22d3ba7438f9f26768973b9c9ad.png
The Planet of Biological Economies,4d5c9b30221d4904ba4a429800e4813f,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:4d5c9b30221d4904ba4a429800e4813f.png
The Planet of Balanced Functions,10643d778265495498a37a56336cb305,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:10643d778265495498a37a56336cb305.png
The Planet of Evolving Flora,ce71f0edcf114152a8333b252350d1a2,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:ce71f0edcf114152a8333b252350d1a2.png
The Planet of Anarchic Production,17352662a9514a0b9fd12972aaefd330,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:17352662a9514a0b9fd12972aaefd330.png
The Planet of Networked Functions,e818996373fe400db8a5876703dee9eb,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:e818996373fe400db8a5876703dee9eb.png
The Planet of Adaptive Theories,3cae21a150ea45598ff5e5b713e8552e,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:3cae21a150ea45598ff5e5b713e8552e.png
The Planet of Forking Networks,85fb49d6344c472aa7ba4f997d1a5ee4,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:85fb49d6344c472aa7ba4f997d1a5ee4.png
The Planet of Networked Biologies,5c5e247d3d2746b7a940e36ca2e707f9,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:5c5e247d3d2746b7a940e36ca2e707f9.png
The Planet of General Utopia,05d2bf70931440eda0e22eac357e5317,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:05d2bf70931440eda0e22eac357e5317.png
The Planet of Economic Varieties,c4ba9ab9524e477f9783751075aa05e4,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:c4ba9ab9524e477f9783751075aa05e4.png
The Planet of Circular Fauna,d463e3097d9d429d9ebe580e96eecb36,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d463e3097d9d429d9ebe580e96eecb36.png
The Planet of Biological Societies,bff18a910e7544b9b35424697bfcd740,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:bff18a910e7544b9b35424697bfcd740.png
The Planet of Adaptive Contemplation,4fc3a624f41a417ba29874c84a5e9bb0,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:4fc3a624f41a417ba29874c84a5e9bb0.png
The Planet of Cybernetic Circulation,605a6c1e015d42c0a728a7619d19f435,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:605a6c1e015d42c0a728a7619d19f435.png
The Planet of Flourishing Machines,b72ff8991b18474d8f47c2af13a4ac80,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:b72ff8991b18474d8f47c2af13a4ac80.png
The Planet of Circular Governance,05cb1f3aa514482eba80b6af959e42b0,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:05cb1f3aa514482eba80b6af959e42b0.png
The Planet of Circulating Utopia,e671b4b27a0a413d8bf7bb7fb17df093,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:e671b4b27a0a413d8bf7bb7fb17df093.png
The Planet of Systemic Contemplation,62d8c2cd15d84b688206d4183891f774,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:62d8c2cd15d84b688206d4183891f774.png
The Planet of Harmonious Functions,83c52c4273474d739973502b31480aa6,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:83c52c4273474d739973502b31480aa6.png
The Planet of Simulated Friendship,45b53611484a449780ca3ce54278b5a3,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:45b53611484a449780ca3ce54278b5a3.png
The Planet of Variable Utopia,abd6457f723346c692b93863568e45f0,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:abd6457f723346c692b93863568e45f0.png
The Planet of Cybernetic Functions,ff5f0632126448559c3f6ae09057c0ea,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:ff5f0632126448559c3f6ae09057c0ea.png
The Planet of Adaptive Organizations,30fd8716b5c9498199def38ec3a39ac6,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:30fd8716b5c9498199def38ec3a39ac6.png
The Planet of Harmonious Art,6695c04eaabf4fb48b8b38989523795b,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:6695c04eaabf4fb48b8b38989523795b.png
The Planet of Networked Economies,793ba69f765f4c2dbceaa8f2446047ee,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:793ba69f765f4c2dbceaa8f2446047ee.png
The Planet of Cognitive Varieties,7dfb199c873b47b3899fc6d62dbcd0bd,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:7dfb199c873b47b3899fc6d62dbcd0bd.png
The Planet of Reinforcing Varieties,1c678eb49798405ca3656ae576273775,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:1c678eb49798405ca3656ae576273775.png
The Planet of Cybernetic Art,905b15cbfdbc43cbae45d16b5619cec7,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:905b15cbfdbc43cbae45d16b5619cec7.png
The Planet of Forking Languages,db8f4162bf224249baa1b4202bab2185,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:db8f4162bf224249baa1b4202bab2185.png
The Planet of Simulated Biologies,d057549fbfe54a75b13bf0dcea52bb6c,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d057549fbfe54a75b13bf0dcea52bb6c.png
The Planet of Meta Biologies,07a96675d7c548d48a166a59e0aece9a,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:07a96675d7c548d48a166a59e0aece9a.png
The Planet of Harmonious Art,0b6bd7c98f65457d8be0c3b7c43efc7d,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:0b6bd7c98f65457d8be0c3b7c43efc7d.png
The Planet of Looping Production,3c62fd22ea484d0fb5439651f147b017,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:3c62fd22ea484d0fb5439651f147b017.png
The Planet of Artistic Societies,7ee42a434120402b97051aef3c00a351,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:7ee42a434120402b97051aef3c00a351.png
The Planet of Autonomous Contemplation,809b25577bf34339bcbabf37098020c0,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:809b25577bf34339bcbabf37098020c0.png
The Planet of Harmonious Chaos,57f1dcbbe77c44a39cf3e724a4fc3336,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:57f1dcbbe77c44a39cf3e724a4fc3336.png
The Planet of Anarchic Friendship,d3e123de3a0143adaefa7348316e0357,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d3e123de3a0143adaefa7348316e0357.png
The Planet of Evolving Languages,bb5984e8be2045cda641aeb8da358901,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:bb5984e8be2045cda641aeb8da358901.png
The Planet of Autonomous Contemplation,1cb92242ff954ab2b559056f8225ef8d,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:1cb92242ff954ab2b559056f8225ef8d.png
The Planet of Organized Governance,a5a5076f0ea34adfaa2fccf8bcc0920d,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:a5a5076f0ea34adfaa2fccf8bcc0920d.png
The Planet of Circulating Varieties,514825cb74534581a0da440f54673d31,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:514825cb74534581a0da440f54673d31.png
The Planet of Circulating Friendship,581e9e6835e94a20ba0e21aec7318ef8,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:581e9e6835e94a20ba0e21aec7318ef8.png
The Planet of Cybernetic Machines,d5bcfc6b60494bcba7f3f5a6a63e5ec4,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d5bcfc6b60494bcba7f3f5a6a63e5ec4.png
The Planet of Biological Circulation,9935baa4d9044c4fa5b976eeda7c44f6,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:9935baa4d9044c4fa5b976eeda7c44f6.png
The Planet of Cryptographic Contemplation,64ab491ee7ca42c99fd0cb2fdc9d03bf,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:64ab491ee7ca42c99fd0cb2fdc9d03bf.png
The Planet of Evolving Complexity,cba07a54e9fb431d9cfc603bc651e34f,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:cba07a54e9fb431d9cfc603bc651e34f.png
The Planet of Economic Contemplation,a41ef0309e2c4a3ebf5ba109bc45a8a7,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:a41ef0309e2c4a3ebf5ba109bc45a8a7.png
The Planet of Balanced Machines,9de0c5eb02e84c7c85480d9ae315d7a8,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:9de0c5eb02e84c7c85480d9ae315d7a8.png
The Planet of Balanced Loops,671472f3ef2f4ac7bfd1865cbb1ae9c4,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:671472f3ef2f4ac7bfd1865cbb1ae9c4.png
The Planet of Artistic Functions,5d624c58b8804611a007c4ea7e3ec4ea,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:5d624c58b8804611a007c4ea7e3ec4ea.png
The Planet of Flourishing Computation,600cd67c839e444d87948589ec5f5807,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:600cd67c839e444d87948589ec5f5807.png
The Planet of Adaptive Societies,8a5d7f94db824d6298bc37ce1effad6a,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:8a5d7f94db824d6298bc37ce1effad6a.png
The Planet of Designed Complexity,700d56765bbb4e759ad183c8cb553e83,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:700d56765bbb4e759ad183c8cb553e83.png
The Planet of Economic Networks,889873d0e6824429a13c527202f08f92,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:889873d0e6824429a13c527202f08f92.png
The Planet of Controlled Art,b2972f316d544f1886b5edf617566b66,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:b2972f316d544f1886b5edf617566b66.png
The Planet of Systemic Balance,3dd6c2c94dbe4dd0a6f192ece9f5bfcf,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:3dd6c2c94dbe4dd0a6f192ece9f5bfcf.png
The Planet of Networked Languages,4d69c5addacc4183a4546d2953ff926a,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:4d69c5addacc4183a4546d2953ff926a.png
The Planet of Cybernetic Networks,16cb4c0daa5144898a8d45b05c13364f,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:16cb4c0daa5144898a8d45b05c13364f.png
